municipio;ano;Homicidio;Furto;Roubo;FRV
CAMPINAS;2001;542;13662;10884;14120
CAMPINAS;2002;453;13381;8603;10376
CAMPINAS;2003;495;15618;9867;10907
CAMPINAS;2004;362;17369;9892;9853
CAMPINAS;2005;224;17292;9664;10161
CAMPINAS;2006;163;16658;9758;10622
CAMPINAS;2007;141;15905;9630;8682
CAMPINAS;2008;141;14922;8948;7528
CAMPINAS;2009;154;16978;10552;9106
CAMPINAS;2010;157;17555;8906;9290
CAMPINAS;2011;146;18797;8981;9170
CAMPINAS;2012;144;18793;8711;9965
CAMPINAS;2013;136;16465;7661;9263
CAMPINAS;2014;145;19620;8958;8058
CAMPINAS;2015;121;18101;8887;6817
CAMPINAS;2016;115;17440;9451;7350
CAMPINAS;2017;137;16980;9273;7489
CAMPINAS;2018;136;16282;7034;6950
CAMPINAS;2019;136;15473;6569;6039
CAMPO LIMPO PAULISTA;2001;13;527;161;162
CAMPO LIMPO PAULISTA;2002;18;505;138;146
CAMPO LIMPO PAULISTA;2003;12;715;177;171
CAMPO LIMPO PAULISTA;2004;20;825;139;137
CAMPO LIMPO PAULISTA;2005;5;748;196;175
CAMPO LIMPO PAULISTA;2006;12;826;173;182
CAMPO LIMPO PAULISTA;2007;5;934;229;168
CAMPO LIMPO PAULISTA;2008;8;848;252;121
CAMPO LIMPO PAULISTA;2009;7;789;301;254
CAMPO LIMPO PAULISTA;2010;8;679;260;216
CAMPO LIMPO PAULISTA;2011;10;615;230;233
CAMPO LIMPO PAULISTA;2012;13;593;256;200
CAMPO LIMPO PAULISTA;2013;14;480;216;156
CAMPO LIMPO PAULISTA;2014;6;522;368;293
CAMPO LIMPO PAULISTA;2015;9;581;346;441
CAMPO LIMPO PAULISTA;2016;3;645;391;340
CAMPO LIMPO PAULISTA;2017;5;599;337;298
CAMPO LIMPO PAULISTA;2018;5;775;370;337
CAMPO LIMPO PAULISTA;2019;3;563;270;259
CAMPOS DO JORDAO;2001;13;527;161;162
CAMPOS DO JORDAO;2002;18;505;138;146
CAMPOS DO JORDAO;2003;12;715;177;171
CAMPOS DO JORDAO;2004;20;825;139;137
CAMPOS DO JORDAO;2005;5;748;196;175
CAMPOS DO JORDAO;2006;12;826;173;182
CAMPOS DO JORDAO;2007;5;934;229;168
CAMPOS DO JORDAO;2008;8;848;252;121
CAMPOS DO JORDAO;2009;7;789;301;254
CAMPOS DO JORDAO;2010;8;679;260;216
CAMPOS DO JORDAO;2011;10;615;230;233
CAMPOS DO JORDAO;2012;13;593;256;200
CAMPOS DO JORDAO;2013;14;480;216;156
CAMPOS DO JORDAO;2014;6;522;368;293
CAMPOS DO JORDAO;2015;9;581;346;441
CAMPOS DO JORDAO;2016;3;645;391;340
CAMPOS DO JORDAO;2017;5;599;337;298
CAMPOS DO JORDAO;2018;5;775;370;337
CAMPOS DO JORDAO;2019;3;563;270;259
CAMPOS NOVOS PAULISTA;2001;1;8;0;1
CAMPOS NOVOS PAULISTA;2002;0;5;0;1
CAMPOS NOVOS PAULISTA;2003;0;8;0;0
CAMPOS NOVOS PAULISTA;2004;0;24;2;2
CAMPOS NOVOS PAULISTA;2005;0;20;0;0
CAMPOS NOVOS PAULISTA;2006;1;16;0;1
CAMPOS NOVOS PAULISTA;2007;1;15;3;3
CAMPOS NOVOS PAULISTA;2008;0;24;1;1
CAMPOS NOVOS PAULISTA;2009;0;16;0;2
CAMPOS NOVOS PAULISTA;2010;0;34;2;1
CAMPOS NOVOS PAULISTA;2011;0;61;1;1
CAMPOS NOVOS PAULISTA;2012;1;34;3;1
CAMPOS NOVOS PAULISTA;2013;0;36;4;0
CAMPOS NOVOS PAULISTA;2014;1;34;4;0
CAMPOS NOVOS PAULISTA;2015;0;48;3;0
CAMPOS NOVOS PAULISTA;2016;0;30;3;0
CAMPOS NOVOS PAULISTA;2017;1;48;3;5
CAMPOS NOVOS PAULISTA;2018;0;21;1;1
CAMPOS NOVOS PAULISTA;2019;0;41;1;2
CANANEIA;2001;1;186;2;3
CANANEIA;2002;3;134;3;3
CANANEIA;2003;0;279;5;1
CANANEIA;2004;3;224;6;2
CANANEIA;2005;2;253;12;2
CANANEIA;2006;0;263;14;1
CANANEIA;2007;4;236;10;3
CANANEIA;2008;1;259;7;1
CANANEIA;2009;1;280;11;3
CANANEIA;2010;1;167;5;2
CANANEIA;2011;1;179;17;3
CANANEIA;2012;1;195;18;0
CANANEIA;2013;1;135;19;1
CANANEIA;2014;1;159;9;1
CANANEIA;2015;1;152;5;1
CANANEIA;2016;0;226;13;2
CANANEIA;2017;0;220;7;4
CANANEIA;2018;1;140;7;4
CANANEIA;2019;2;127;5;1
CANAS;2001;0;0;0;0
CANAS;2002;0;0;0;0
CANAS;2003;0;17;2;2
CANAS;2004;1;57;9;5
CANAS;2005;1;40;6;10
CANAS;2006;0;35;12;1
CANAS;2007;0;40;14;8
CANAS;2008;2;65;27;2
CANAS;2009;0;64;17;5
CANAS;2010;0;71;12;5
CANAS;2011;1;77;14;6
CANAS;2012;1;63;3;5
CANAS;2013;2;53;19;2
CANAS;2014;1;52;19;1
CANAS;2015;0;38;9;4
CANAS;2016;0;36;23;9
CANAS;2017;2;32;11;6
CANAS;2018;2;53;14;3
CANAS;2019;2;43;11;1
CANDIDO MOTA;2001;2;325;16;7
CANDIDO MOTA;2002;2;342;4;13
CANDIDO MOTA;2003;1;328;6;13
CANDIDO MOTA;2004;3;249;10;11
CANDIDO MOTA;2005;5;618;12;12
CANDIDO MOTA;2006;3;352;9;9
CANDIDO MOTA;2007;1;195;17;26
CANDIDO MOTA;2008;0;240;17;15
CANDIDO MOTA;2009;2;113;13;12
CANDIDO MOTA;2010;2;219;20;17
CANDIDO MOTA;2011;0;219;19;8
CANDIDO MOTA;2012;3;270;29;31
CANDIDO MOTA;2013;3;247;65;37
CANDIDO MOTA;2014;1;190;46;41
CANDIDO MOTA;2015;0;275;25;33
CANDIDO MOTA;2016;1;264;15;42
CANDIDO MOTA;2017;1;241;15;38
CANDIDO MOTA;2018;0;238;17;19
CANDIDO MOTA;2019;2;375;31;20
CANDIDO RODRIGUES;2001;0;12;0;1
CANDIDO RODRIGUES;2002;0;10;0;0
CANDIDO RODRIGUES;2003;0;12;0;0
CANDIDO RODRIGUES;2004;0;16;3;2
CANDIDO RODRIGUES;2005;0;12;0;0
CANDIDO RODRIGUES;2006;0;8;0;2
CANDIDO RODRIGUES;2007;0;24;0;1
CANDIDO RODRIGUES;2008;0;14;0;2
CANDIDO RODRIGUES;2009;0;17;1;1
CANDIDO RODRIGUES;2010;1;24;0;3
CANDIDO RODRIGUES;2011;0;22;0;2
CANDIDO RODRIGUES;2012;0;17;1;0
CANDIDO RODRIGUES;2013;0;15;0;0
CANDIDO RODRIGUES;2014;0;10;2;0
CANDIDO RODRIGUES;2015;0;26;1;2
CANDIDO RODRIGUES;2016;0;20;3;2
CANDIDO RODRIGUES;2017;0;17;1;2
CANDIDO RODRIGUES;2018;0;16;0;1
CANDIDO RODRIGUES;2019;0;35;2;2
CANITAR;2001;1;26;1;0
CANITAR;2002;0;22;1;0
CANITAR;2003;0;34;1;2
CANITAR;2004;0;38;0;0
CANITAR;2005;1;44;1;1
CANITAR;2006;0;57;3;0
CANITAR;2007;1;34;2;1
CANITAR;2008;0;32;1;1
CANITAR;2009;0;28;4;1
CANITAR;2010;0;25;0;4
CANITAR;2011;1;21;5;4
CANITAR;2012;0;24;3;3
CANITAR;2013;0;36;6;2
CANITAR;2014;1;19;3;0
CANITAR;2015;0;37;2;1
CANITAR;2016;1;28;2;6
CANITAR;2017;0;31;9;6
CANITAR;2018;1;23;3;3
CANITAR;2019;1;51;1;5
CAPAO BONITO;2001;4;712;75;6
CAPAO BONITO;2002;5;881;118;14
CAPAO BONITO;2003;6;792;91;16
CAPAO BONITO;2004;6;1061;94;22
CAPAO BONITO;2005;6;965;164;13
CAPAO BONITO;2006;4;904;86;15
CAPAO BONITO;2007;4;981;120;15
CAPAO BONITO;2008;4;654;111;28
CAPAO BONITO;2009;3;702;140;47
CAPAO BONITO;2010;4;631;144;29
CAPAO BONITO;2011;4;738;119;52
CAPAO BONITO;2012;7;463;177;71
CAPAO BONITO;2013;4;597;202;92
CAPAO BONITO;2014;4;538;103;74
CAPAO BONITO;2015;6;447;75;43
CAPAO BONITO;2016;6;461;84;33
CAPAO BONITO;2017;4;542;87;36
CAPAO BONITO;2018;5;424;68;16
CAPAO BONITO;2019;4;427;61;21
CAPELA DO ALTO;2001;0;128;14;24
CAPELA DO ALTO;2002;0;158;22;29
CAPELA DO ALTO;2003;1;217;26;19
CAPELA DO ALTO;2004;1;173;18;18
CAPELA DO ALTO;2005;1;169;38;9
CAPELA DO ALTO;2006;2;213;33;14
CAPELA DO ALTO;2007;1;153;16;12
CAPELA DO ALTO;2008;2;120;22;17
CAPELA DO ALTO;2009;0;137;23;35
CAPELA DO ALTO;2010;2;133;17;8
CAPELA DO ALTO;2011;3;149;22;20
CAPELA DO ALTO;2012;0;121;18;11
CAPELA DO ALTO;2013;2;108;7;10
CAPELA DO ALTO;2014;1;121;28;20
CAPELA DO ALTO;2015;1;99;22;23
CAPELA DO ALTO;2016;1;158;22;23
CAPELA DO ALTO;2017;1;149;16;21
CAPELA DO ALTO;2018;0;157;14;22
CAPELA DO ALTO;2019;1;181;6;4
CAPIVARI;2001;7;512;78;141
CAPIVARI;2002;5;474;59;74
CAPIVARI;2003;4;625;54;77
CAPIVARI;2004;3;606;59;76
CAPIVARI;2005;5;538;81;107
CAPIVARI;2006;5;560;62;82
CAPIVARI;2007;0;483;43;101
CAPIVARI;2008;4;348;47;123
CAPIVARI;2009;4;425;56;127
CAPIVARI;2010;3;417;53;76
CAPIVARI;2011;4;404;79;70
CAPIVARI;2012;3;333;40;75
CAPIVARI;2013;9;284;72;107
CAPIVARI;2014;3;351;76;142
CAPIVARI;2015;4;352;67;101
CAPIVARI;2016;0;365;93;89
CAPIVARI;2017;3;327;88;76
CAPIVARI;2018;1;297;54;77
CAPIVARI;2019;0;280;47;81
CARAGUATATUBA;2001;28;2135;412;244
CARAGUATATUBA;2002;41;2264;400;162
CARAGUATATUBA;2003;62;2827;599;145
CARAGUATATUBA;2004;26;2590;595;133
CARAGUATATUBA;2005;43;2552;667;200
CARAGUATATUBA;2006;61;1958;446;199
CARAGUATATUBA;2007;27;1917;368;180
CARAGUATATUBA;2008;41;1919;370;145
CARAGUATATUBA;2009;32;1982;475;115
CARAGUATATUBA;2010;33;1802;395;112
CARAGUATATUBA;2011;42;2073;387;170
CARAGUATATUBA;2012;29;1797;357;143
CARAGUATATUBA;2013;31;1678;475;282
CARAGUATATUBA;2014;32;1611;548;234
CARAGUATATUBA;2015;36;1360;631;200
CARAGUATATUBA;2016;25;1923;925;222
CARAGUATATUBA;2017;24;1897;785;189
CARAGUATATUBA;2018;20;2027;638;186
CARAGUATATUBA;2019;25;1696;458;149
CARAPICUIBA;2001;195;2226;1343;1184
CARAPICUIBA;2002;160;2229;1581;1171
CARAPICUIBA;2003;158;2120;1420;1188
CARAPICUIBA;2004;103;2078;1258;1082
CARAPICUIBA;2005;122;1981;1255;1076
CARAPICUIBA;2006;97;1895;1314;1076
CARAPICUIBA;2007;72;1868;1314;979
CARAPICUIBA;2008;59;1812;1288;1146
CARAPICUIBA;2009;46;2193;1968;1220
CARAPICUIBA;2010;43;2292;2160;957
CARAPICUIBA;2011;60;1900;2283;1129
CARAPICUIBA;2012;48;2045;2757;1334
CARAPICUIBA;2013;51;1979;2673;1292
CARAPICUIBA;2014;56;1902;3128;1538
CARAPICUIBA;2015;42;2086;3927;1426
CARAPICUIBA;2016;36;2153;3781;1323
CARAPICUIBA;2017;28;1813;3641;1372
CARAPICUIBA;2018;29;1761;3312;1398
CARAPICUIBA;2019;29;2250;3301;1409
CARDOSO;2001;1;122;5;3
CARDOSO;2002;2;100;4;0
CARDOSO;2003;1;77;2;5
CARDOSO;2004;2;101;4;2
CARDOSO;2005;0;122;5;1
CARDOSO;2006;4;203;2;4
CARDOSO;2007;1;205;8;7
CARDOSO;2008;1;143;10;3
CARDOSO;2009;1;161;9;6
CARDOSO;2010;1;222;9;4
CARDOSO;2011;0;212;11;3
CARDOSO;2012;0;158;4;6
CARDOSO;2013;1;177;4;6
CARDOSO;2014;2;157;10;4
CARDOSO;2015;1;247;12;11
CARDOSO;2016;2;203;7;12
CARDOSO;2017;3;200;10;12
CARDOSO;2018;0;192;3;1
CARDOSO;2019;1;148;2;8
CASA BRANCA;2001;1;275;24;23
CASA BRANCA;2002;3;209;32;33
CASA BRANCA;2003;3;287;18;23
CASA BRANCA;2004;1;306;12;20
CASA BRANCA;2005;4;319;19;19
CASA BRANCA;2006;4;291;22;25
CASA BRANCA;2007;3;461;17;15
CASA BRANCA;2008;1;355;22;18
CASA BRANCA;2009;0;417;43;37
CASA BRANCA;2010;3;505;44;30
CASA BRANCA;2011;1;370;33;24
CASA BRANCA;2012;0;359;14;22
CASA BRANCA;2013;2;329;23;26
CASA BRANCA;2014;0;377;47;45
CASA BRANCA;2015;1;353;26;56
CASA BRANCA;2016;1;325;17;20
CASA BRANCA;2017;3;391;32;24
CASA BRANCA;2018;3;249;25;29
CASA BRANCA;2019;2;257;14;25
CASSIA DOS COQUEIROS;2001;0;31;0;1
CASSIA DOS COQUEIROS;2002;0;24;0;1
CASSIA DOS COQUEIROS;2003;1;32;1;3
CASSIA DOS COQUEIROS;2004;0;36;0;0
CASSIA DOS COQUEIROS;2005;0;29;0;1
CASSIA DOS COQUEIROS;2006;0;33;2;0
CASSIA DOS COQUEIROS;2007;0;51;3;3
CASSIA DOS COQUEIROS;2008;0;27;2;0
CASSIA DOS COQUEIROS;2009;0;27;2;2
CASSIA DOS COQUEIROS;2010;0;28;1;0
CASSIA DOS COQUEIROS;2011;0;25;0;2
CASSIA DOS COQUEIROS;2012;1;32;0;0
CASSIA DOS COQUEIROS;2013;0;13;1;4
CASSIA DOS COQUEIROS;2014;0;26;1;3
CASSIA DOS COQUEIROS;2015;0;23;4;1
CASSIA DOS COQUEIROS;2016;0;35;4;1
CASSIA DOS COQUEIROS;2017;1;38;3;2
CASSIA DOS COQUEIROS;2018;0;20;3;1
CASSIA DOS COQUEIROS;2019;0;16;1;1
CASTILHO;2001;3;198;7;4
CASTILHO;2002;4;224;2;4
CASTILHO;2003;1;285;10;2
CASTILHO;2004;4;267;10;5
CASTILHO;2005;4;291;8;3
CASTILHO;2006;5;363;14;4
CASTILHO;2007;2;349;14;1
CASTILHO;2008;1;293;20;2
CASTILHO;2009;0;280;31;4
CASTILHO;2010;4;273;31;4
CASTILHO;2011;5;205;21;6
CASTILHO;2012;2;190;11;4
CASTILHO;2013;5;221;8;12
CASTILHO;2014;3;241;7;12
CASTILHO;2015;1;262;6;18
CASTILHO;2016;2;306;17;19
CASTILHO;2017;4;261;13;26
CASTILHO;2018;2;241;19;1
CASTILHO;2019;0;196;5;8
CATANDUVA;2001;4;1752;140;66
CATANDUVA;2002;7;2028;188;88
CATANDUVA;2003;11;2325;133;85
CATANDUVA;2004;7;2184;133;65
CATANDUVA;2005;11;2060;143;65
CATANDUVA;2006;13;2057;117;56
CATANDUVA;2007;8;2141;190;101
CATANDUVA;2008;7;1950;192;98
CATANDUVA;2009;9;2200;241;142
CATANDUVA;2010;7;1510;179;191
CATANDUVA;2011;6;1430;215;186
CATANDUVA;2012;7;1365;280;321
CATANDUVA;2013;12;1279;276;252
CATANDUVA;2014;8;1246;249;333
CATANDUVA;2015;12;1230;143;221
CATANDUVA;2016;7;1511;256;285
CATANDUVA;2017;6;1425;167;258
CATANDUVA;2018;8;1131;130;194
CATANDUVA;2019;3;986;86;127
CATIGUA;2001;0;19;1;0
CATIGUA;2002;0;22;3;1
CATIGUA;2003;0;42;0;2
CATIGUA;2004;0;45;0;3
CATIGUA;2005;0;63;1;3
CATIGUA;2006;0;58;3;1
CATIGUA;2007;1;71;5;2
CATIGUA;2008;0;50;2;5
CATIGUA;2009;0;51;0;3
CATIGUA;2010;1;33;1;4
CATIGUA;2011;1;49;6;5
CATIGUA;2012;0;26;6;4
CATIGUA;2013;0;39;3;4
CATIGUA;2014;1;26;4;3
CATIGUA;2015;0;42;1;2
CATIGUA;2016;1;46;4;4
CATIGUA;2017;0;46;0;5
CATIGUA;2018;0;58;2;1
CATIGUA;2019;0;47;1;1
CEDRAL;2001;1;73;3;4
CEDRAL;2002;0;28;3;3
CEDRAL;2003;0;50;6;3
CEDRAL;2004;2;59;4;3
CEDRAL;2005;0;41;5;4
CEDRAL;2006;1;50;4;4
CEDRAL;2007;1;40;5;1
CEDRAL;2008;0;32;3;6
CEDRAL;2009;0;47;7;8
CEDRAL;2010;0;43;0;4
CEDRAL;2011;1;47;5;6
CEDRAL;2012;0;83;9;2
CEDRAL;2013;0;71;2;5
CEDRAL;2014;0;78;8;7
CEDRAL;2015;0;73;2;3
CEDRAL;2016;2;85;5;8
CEDRAL;2017;0;102;2;1
CEDRAL;2018;0;87;7;3
CEDRAL;2019;0;102;2;7
CERQUEIRA CESAR;2001;0;193;9;2
CERQUEIRA CESAR;2002;1;123;7;4
CERQUEIRA CESAR;2003;0;202;7;5
CERQUEIRA CESAR;2004;0;191;8;7
CERQUEIRA CESAR;2005;0;162;13;3
CERQUEIRA CESAR;2006;1;117;5;1
CERQUEIRA CESAR;2007;1;64;9;7
CERQUEIRA CESAR;2008;1;66;6;6
CERQUEIRA CESAR;2009;1;47;9;10
CERQUEIRA CESAR;2010;0;208;14;7
CERQUEIRA CESAR;2011;0;99;8;10
CERQUEIRA CESAR;2012;0;110;9;8
CERQUEIRA CESAR;2013;0;105;15;15
CERQUEIRA CESAR;2014;1;102;8;7
CERQUEIRA CESAR;2015;0;99;7;16
CERQUEIRA CESAR;2016;0;143;15;10
CERQUEIRA CESAR;2017;1;164;15;14
CERQUEIRA CESAR;2018;0;126;4;11
CERQUEIRA CESAR;2019;2;102;7;6
CERQUILHO;2001;3;358;48;58
CERQUILHO;2002;1;412;43;94
CERQUILHO;2003;2;522;40;82
CERQUILHO;2004;2;514;44;42
CERQUILHO;2005;2;407;61;63
CERQUILHO;2006;4;402;54;48
CERQUILHO;2007;2;407;66;70
CERQUILHO;2008;2;437;80;61
CERQUILHO;2009;3;470;79;97
CERQUILHO;2010;4;423;70;78
CERQUILHO;2011;0;279;40;59
CERQUILHO;2012;5;274;53;44
CERQUILHO;2013;3;304;47;58
CERQUILHO;2014;3;285;47;110
CERQUILHO;2015;1;319;49;105
CERQUILHO;2016;1;291;66;85
CERQUILHO;2017;1;283;104;77
CERQUILHO;2018;0;315;128;84
CERQUILHO;2019;1;251;46;74
CESARIO LANGE;2001;0;69;17;17
CESARIO LANGE;2002;0;63;12;11
CESARIO LANGE;2003;1;78;12;14
CESARIO LANGE;2004;0;107;21;17
CESARIO LANGE;2005;1;101;17;16
CESARIO LANGE;2006;0;115;24;10
CESARIO LANGE;2007;0;126;9;13
CESARIO LANGE;2008;2;97;26;5
CESARIO LANGE;2009;0;94;25;15
CESARIO LANGE;2010;1;103;15;10
CESARIO LANGE;2011;1;83;16;9
CESARIO LANGE;2012;0;100;11;10
CESARIO LANGE;2013;0;89;14;16
CESARIO LANGE;2014;0;104;39;23
CESARIO LANGE;2015;1;117;25;21
CESARIO LANGE;2016;0;145;17;17
CESARIO LANGE;2017;0;123;20;16
CESARIO LANGE;2018;2;143;27;11
CESARIO LANGE;2019;1;118;9;5
CHARQUEADA;2001;0;84;16;12
CHARQUEADA;2002;1;119;16;18
CHARQUEADA;2003;0;132;14;18
CHARQUEADA;2004;3;166;19;28
CHARQUEADA;2005;2;195;25;20
CHARQUEADA;2006;0;234;22;22
CHARQUEADA;2007;0;235;25;10
CHARQUEADA;2008;2;214;14;21
CHARQUEADA;2009;0;161;28;23
CHARQUEADA;2010;0;166;20;21
CHARQUEADA;2011;1;268;46;47
CHARQUEADA;2012;4;167;44;18
CHARQUEADA;2013;1;162;45;22
CHARQUEADA;2014;0;141;18;26
CHARQUEADA;2015;3;127;24;27
CHARQUEADA;2016;2;97;15;21
CHARQUEADA;2017;0;147;30;15
CHARQUEADA;2018;2;107;38;10
CHARQUEADA;2019;0;110;12;8
CHAVANTES;2001;2;139;8;8
CHAVANTES;2002;1;136;5;1
CHAVANTES;2003;0;117;2;3
CHAVANTES;2004;1;102;5;1
CHAVANTES;2005;2;101;2;1
CHAVANTES;2006;1;156;6;4
CHAVANTES;2007;4;145;2;0
CHAVANTES;2008;1;148;4;1
CHAVANTES;2009;1;152;1;3
CHAVANTES;2010;1;131;0;4
CHAVANTES;2011;1;130;10;5
CHAVANTES;2012;0;159;9;5
CHAVANTES;2013;2;189;6;3
CHAVANTES;2014;1;151;3;1
CHAVANTES;2015;0;154;9;6
CHAVANTES;2016;0;151;9;6
CHAVANTES;2017;1;130;10;4
CHAVANTES;2018;0;141;8;7
CHAVANTES;2019;1;196;5;7
CLEMENTINA;2001;0;23;1;2
CLEMENTINA;2002;1;19;5;0
CLEMENTINA;2003;3;20;4;2
CLEMENTINA;2004;0;24;3;0
CLEMENTINA;2005;1;35;2;3
CLEMENTINA;2006;1;16;1;1
CLEMENTINA;2007;0;27;1;2
CLEMENTINA;2008;0;47;1;1
CLEMENTINA;2009;0;29;5;3
CLEMENTINA;2010;0;16;1;2
CLEMENTINA;2011;1;39;2;5
CLEMENTINA;2012;1;32;5;4
CLEMENTINA;2013;0;29;3;2
CLEMENTINA;2014;0;32;2;4
CLEMENTINA;2015;1;38;3;4
CLEMENTINA;2016;1;58;1;3
CLEMENTINA;2017;1;46;5;3
CLEMENTINA;2018;0;62;3;1
CLEMENTINA;2019;0;49;1;4
COLINA;2001;1;298;4;11
COLINA;2002;0;270;10;8
COLINA;2003;2;446;6;2
COLINA;2004;2;463;12;14
COLINA;2005;6;418;20;13
COLINA;2006;5;404;9;3
COLINA;2007;1;298;16;18
COLINA;2008;1;294;21;14
COLINA;2009;0;295;25;6
COLINA;2010;0;228;15;9
COLINA;2011;0;199;18;10
COLINA;2012;0;268;27;11
COLINA;2013;1;187;17;14
COLINA;2014;1;252;34;29
COLINA;2015;2;266;26;34
COLINA;2016;1;236;24;45
COLINA;2017;2;273;32;20
COLINA;2018;1;208;18;18
COLINA;2019;2;229;9;14
COLOMBIA;2001;3;60;5;2
COLOMBIA;2002;1;50;3;2
COLOMBIA;2003;0;72;5;2
COLOMBIA;2004;2;75;5;0
COLOMBIA;2005;1;100;3;3
COLOMBIA;2006;3;101;6;1
COLOMBIA;2007;1;80;1;3
COLOMBIA;2008;3;51;9;6
COLOMBIA;2009;4;79;2;2
COLOMBIA;2010;1;84;6;4
COLOMBIA;2011;0;66;4;6
COLOMBIA;2012;1;65;8;12
COLOMBIA;2013;1;41;0;11
COLOMBIA;2014;0;49;6;10
COLOMBIA;2015;0;73;2;9
COLOMBIA;2016;1;88;10;11
COLOMBIA;2017;2;62;8;15
COLOMBIA;2018;1;65;17;11
COLOMBIA;2019;0;50;7;16
CONCHAL;2001;3;587;75;50
CONCHAL;2002;2;596;84;51
CONCHAL;2003;0;352;90;59
CONCHAL;2004;3;300;47;52
CONCHAL;2005;7;318;51;58
CONCHAL;2006;5;371;54;46
CONCHAL;2007;2;355;44;51
CONCHAL;2008;3;334;66;21
CONCHAL;2009;4;388;97;41
CONCHAL;2010;3;377;63;47
CONCHAL;2011;3;322;62;48
CONCHAL;2012;1;405;73;51
CONCHAL;2013;6;318;72;78
CONCHAL;2014;3;228;68;47
CONCHAL;2015;2;270;80;51
CONCHAL;2016;0;316;101;69
CONCHAL;2017;0;321;89;60
CONCHAL;2018;2;289;108;103
CONCHAL;2019;2;244;49;58
CONCHAS;2001;4;119;6;27
CONCHAS;2002;1;134;15;14
CONCHAS;2003;1;221;21;19
CONCHAS;2004;0;206;21;10
CONCHAS;2005;1;189;15;15
CONCHAS;2006;2;164;17;16
CONCHAS;2007;0;195;28;17
CONCHAS;2008;3;196;20;8
CONCHAS;2009;3;149;12;11
CONCHAS;2010;1;119;10;5
CONCHAS;2011;1;132;13;8
CONCHAS;2012;1;163;6;10
CONCHAS;2013;4;112;23;14
CONCHAS;2014;1;96;5;15
CONCHAS;2015;1;97;9;11
CONCHAS;2016;1;125;8;8
CONCHAS;2017;1;111;9;14
CONCHAS;2018;0;99;9;2
CONCHAS;2019;0;98;3;9
CORDEIROPOLIS;2001;1;231;30;35
CORDEIROPOLIS;2002;1;261;33;44
CORDEIROPOLIS;2003;1;326;24;38
CORDEIROPOLIS;2004;1;280;33;64
CORDEIROPOLIS;2005;0;261;47;76
CORDEIROPOLIS;2006;1;304;43;46
CORDEIROPOLIS;2007;3;293;56;47
CORDEIROPOLIS;2008;0;275;42;58
CORDEIROPOLIS;2009;2;262;78;50
CORDEIROPOLIS;2010;1;198;59;61
CORDEIROPOLIS;2011;2;168;48;43
CORDEIROPOLIS;2012;0;203;39;55
CORDEIROPOLIS;2013;2;226;59;44
CORDEIROPOLIS;2014;0;214;50;62
CORDEIROPOLIS;2015;0;207;44;30
CORDEIROPOLIS;2016;1;228;53;33
CORDEIROPOLIS;2017;1;294;56;38
CORDEIROPOLIS;2018;3;301;59;33
CORDEIROPOLIS;2019;1;220;43;41
COROADOS;2001;0;49;4;6
COROADOS;2002;1;49;4;2
COROADOS;2003;1;72;6;1
COROADOS;2004;0;80;3;5
COROADOS;2005;1;101;6;5
COROADOS;2006;1;99;4;3
COROADOS;2007;0;92;9;5
COROADOS;2008;1;83;9;1
COROADOS;2009;1;54;12;4
COROADOS;2010;0;51;5;4
COROADOS;2011;2;41;9;8
COROADOS;2012;2;46;4;6
COROADOS;2013;1;53;7;3
COROADOS;2014;0;52;9;3
COROADOS;2015;0;47;11;2
COROADOS;2016;0;57;7;6
COROADOS;2017;2;39;5;2
COROADOS;2018;0;35;1;3
COROADOS;2019;2;57;1;4
CORONEL MACEDO;2001;1;15;2;2
CORONEL MACEDO;2002;0;20;1;0
CORONEL MACEDO;2003;1;19;0;2
CORONEL MACEDO;2004;0;33;4;5
CORONEL MACEDO;2005;0;27;3;0
CORONEL MACEDO;2006;1;32;0;4
CORONEL MACEDO;2007;2;22;2;0
CORONEL MACEDO;2008;0;18;2;1
CORONEL MACEDO;2009;1;23;6;0
CORONEL MACEDO;2010;0;9;2;1
CORONEL MACEDO;2011;0;13;0;1
CORONEL MACEDO;2012;1;9;0;4
CORONEL MACEDO;2013;1;13;1;0
CORONEL MACEDO;2014;0;11;1;4
CORONEL MACEDO;2015;1;25;2;1
CORONEL MACEDO;2016;0;30;3;2
CORONEL MACEDO;2017;0;21;1;1
CORONEL MACEDO;2018;1;16;0;4
CORONEL MACEDO;2019;0;13;0;0
CORUMBATAI;2001;0;34;4;4
CORUMBATAI;2002;0;29;4;2
CORUMBATAI;2003;1;42;3;2
CORUMBATAI;2004;0;49;7;12
CORUMBATAI;2005;0;33;8;8
CORUMBATAI;2006;0;60;2;8
CORUMBATAI;2007;0;49;4;6
CORUMBATAI;2008;0;63;6;3
CORUMBATAI;2009;1;56;10;13
CORUMBATAI;2010;0;34;7;7
CORUMBATAI;2011;1;40;1;16
CORUMBATAI;2012;0;54;4;16
CORUMBATAI;2013;0;47;7;9
CORUMBATAI;2014;0;45;6;6
CORUMBATAI;2015;1;66;4;11
CORUMBATAI;2016;0;54;3;10
CORUMBATAI;2017;0;53;6;3
CORUMBATAI;2018;1;50;11;11
CORUMBATAI;2019;3;34;10;2
COSMOPOLIS;2001;14;604;180;185
COSMOPOLIS;2002;14;784;244;151
COSMOPOLIS;2003;10;903;241;121
COSMOPOLIS;2004;15;828;197;108
COSMOPOLIS;2005;19;998;251;147
COSMOPOLIS;2006;10;874;265;142
COSMOPOLIS;2007;8;811;385;206
